book,chapter,verse,chokri,english,source
ROM,4,16,"Süla kemelüla ngokemezhe ngoyive, thelalü reshujü süpo pütsa metükoyo vo ketola; thezho keneko lebi yo zomo, vele Abraham kemelü kene metükoyo: püpo uko metü po thi ketola.","For this cause it is of faith, that it may be according to grace, to the end that the promise may be sure to all the seed, not to that only which is of the law, but to that also which is of the faith of Abraham, who is the father of us all.",Bible_NAG5BSI_WEB
ROM,4,17,"Jihova mhüjülü u melü keta, pü kesami thi merhü süyo; mhapüri kedilü tsü kebakohi thisü.","As it is written, ""I have made you a father of many nations."" This is in the presence of him whom he believed: God, who gives life to the dead, and calls the things that are not, as though they were.",Bible_NAG5BSI_WEB
ROM,4,18,"Melü rüshu zo sheri melü keyi kemeri, püpo shuye kekro po kethisü; pokesübi nshuye po süthito.","Who in hope believed against hope, to the end that he might become a father of many nations, according to that which had been spoken, ""So will your seed be.""",Bible_NAG5BSI_WEB
ROM,4,19,"Kemelü thathi tamozo, püthipüphola zono tsühi kesami bita sheri, pü tütse krapüta mori Sara nobu sheri saketabi mechü keta lüsü.","Without being weakened in faith, he didn't consider his own body, already having been worn out, (he being about a hundred years old), and the deadness of Sarah's womb.",Bible_NAG5BSI_WEB
ROM,4,20,"Jihova reshujü lüpü püvedi (tsüle) melükemo thi tamo, vele kemelü kushü bazo: zapozale pü Jihova tsü bazo.","Yet, looking to the promise of God, he didn't waver through unbelief, but grew strong through faith, giving glory to God,",Bible_NAG5BSI_WEB
ROM,4,21,"Reshujü melütüde meji zovotso, Jihova pokesüo thiyi vezo sita.","and being fully assured that what he had promised, he was able also to perform.",Bible_NAG5BSI_WEB
ROM,4,22,Sizi keyila püpü kemathomile zita.,"Therefore it also was ""reckoned to him for righteousness.""",Bible_NAG5BSI_WEB
ROM,4,23,"Jüko tsühi tho kesü pülebila zomo,","Now it was not written that it was accounted to him for his sake alone,",Bible_NAG5BSI_WEB
ROM,4,24,"Vele uko metüla, uko Niepo Jisu kesalü phumerhü kesü melü keyiko metü yo sizito.","but for our sake also, to whom it will be accounted, who believe in him who raised Jesus, our Lord, from the dead,",Bible_NAG5BSI_WEB
ROM,4,25,"Uko kekri ketakola pü khasü, m uko pokemesa yiketola püphü merhülayi.","who was delivered up for our trespasses, and was raised for our justification.",Bible_NAG5BSI_WEB
ROM,5,1,Kemelü uthi kemeziyi ketala Niepo Jisu Khrista yono Jihova zü kezüve bate.,"Being therefore justified by faith, we have peace with God through our Lord Jesus Christ;",Bible_NAG5BSI_WEB
ROM,5,2,"Kemelüyo upüce voyi de pü ngokemezhelü thate, kemeri keneyo rechü Jihova zapozale la.",through whom we also have our access by faith into this grace in which we stand. We rejoice in hope of the glory of God.,Bible_NAG5BSI_WEB
ROM,5,3,"Sülebizomo, ukemethiko lüri zapozale khasüyo, kemethilü sügüsühe keti ngoyi ti useba.","Not only this, but we also rejoice in our sufferings, knowing that suffering works perseverance;",Bible_NAG5BSI_WEB
ROM,5,4,"Sügüsühe tilü voketa mhase ngoyi, voketa mhaseko lü ukemeri ngoyi yo.","and perseverance, proven character; and proven character, hope:",Bible_NAG5BSI_WEB
ROM,5,5,"Ukemeri sü thenga kha utsü yomo, kekrelamori Jihova kekhrü kha umelü keyoko Kemesa Rüpü püutsü sü.","and hope doesn't disappoint us, because God's love has been poured out into our hearts through the Holy Spirit who was given to us.",Bible_NAG5BSI_WEB
ROM,5,6,"Kekrelamori uko kumo kebatüce, pütü tülü Khrista umesakemo kehülü zori ukola sasü.","For while we were yet weak, at the right time Christ died for the ungodly.",Bible_NAG5BSI_WEB
ROM,5,7,"Kekrelamori khatho mipü kemesamila sari sütome shemo, sizosheri thüma kevemi la mpe mo zode sari yivezo.",For one will hardly die for a righteous man. Yet perhaps for a righteous person someone would even dare to die.,Bible_NAG5BSI_WEB
ROM,5,8,Vele Jihova pükekhrü kha umetso kesü uko phoma bazolu tilü Khrista ula sasü.,"But God commends his own love toward us, in that while we were yet sinners, Christ died for us.",Bible_NAG5BSI_WEB
ROM,5,9,"Sizitsü piri püzala uko thi kemeziva kethozo, uko pülano lekhulü ukelayite.","Much more then, being now justified by his blood, we will be saved from God's wrath through him.",Bible_NAG5BSI_WEB
ROM,5,10,"Kekrelamori mhace, uhijü püngomu thiketace, pünu sa kesüla u Jihova züde kezüveyi, siti lebimo pükerhüla ukelayite.","For if, while we were enemies, we were reconciled to God through the death of his Son, much more, being reconciled, we will be saved by his life.",Bible_NAG5BSI_WEB
ROM,5,11,"Sülebimori u Niepo Jisu Khrista yono Jihova la kemeko unüyiyo, pü uphosü thi kesü ungoyi ketala.","Not only so, but we also rejoice in God through our Lord Jesus Christ, through whom we have now received the reconciliation.",Bible_NAG5BSI_WEB
ROM,5,12,"Mhakekrelamori mipüyono kephoma cejü metülü vorita, süla kesari vori; m kesa thüma metüyo tata kekrelamori uko phoma ketala.","Therefore, as sin entered into the world through one man, and death through sin; and so death passed to all men, because all sinned.",Bible_NAG5BSI_WEB
ROM,5,13,"Kephoma sü thezho mhüjü tazo, vele kephoma sü thüma mejo molu thezho kedila.","For until the law, sin was in the world; but sin is not charged when there is no law.",Bible_NAG5BSI_WEB
ROM,5,14,"Sizitazo sheri kesasü Adam lü vo Moses ketso de tazo, thüma phomapü Adam kephoma bizo mo sheri, thümapü hü hisa voriketo pü bi.","Nevertheless death reigned from Adam until Moses, even over those whose sins weren't like Adam's disobedience, who is a foreshadowing of him who was to come.",Bible_NAG5BSI_WEB
ROM,5,15,"Vele methu kha kesüsü pünümo kethi lamo. Kekrelamori mipü kekri kesüla thüma kekroyo kesa votasüze, Jihova ngokemezhe Jisu Khrista yo mechü kha uketsü süo ceri kroku keti mikekroyo bate.","But the free gift isn't like the trespass. For if by the trespass of the one the many died, much more did the grace of God, and the gift by the grace of the one man, Jesus Christ, abound to the many.",Bible_NAG5BSI_WEB
ROM,5,16,"Mechü kha kesüo mipüyo kephoma vori ketao bimo. Sheco sheri kemejo meji vori ketabi, vele methu ketsü süo kejo kemu kekro thi kemeziyi ketola.","The gift is not as through one who sinned: for the judgment came by one to condemnation, but the free gift came of many trespasses to justification.",Bible_NAG5BSI_WEB
ROM,5,17,"Kekrelamori mipüla kephoma upi kekha ketabi, ngokemezhe mechü kha kesülü uthi kemezi keyi Jisu Khrista yo u kehü süo ngoyi.","For if by the trespass of the one, death reigned through the one; so much more will those who receive the abundance of grace and of the gift of righteousness reign in life through the one, Jesus Christ.",Bible_NAG5BSI_WEB
ROM,5,18,"Süla mipüvajo kevalü ukemejo sheco thüma metüyo vorita, sübide mipüla mechü kha kesü kemathoyo thüma metü thikemezi keyi kehü ri vori.","So then as through one trespass, all men were condemned; even so through one act of righteousness, all men were justified to life.",Bible_NAG5BSI_WEB
ROM,5,19,"Kekrelamori mipü jüzü thimo ketala metüko kha kephomami thita, sübi mipü jüzü thi keyila thüma kekro thi kemathoyi to.","For as through the one man's disobedience many were made sinners, even so through the obedience of the one will many be made righteous.",Bible_NAG5BSI_WEB
ROM,5,20,Thezho vori ketala kejokemu krophita. Vele kephoma krota zori kekhrü (ngokemezhe) süpiri kroshüte.,"The law came in besides, that the trespass might abound; but where sin abounded, grace did abound more exceedingly;",Bible_NAG5BSI_WEB
ROM,5,21,"Kephomala kesa kede thita, siri ngokemezhe kematho kehülü Jisu Khristala Kechothe kede thi tato.","that as sin reigned in death, even so might grace reign through righteousness to eternal life through Jesus Christ our Lord.",Bible_NAG5BSI_WEB
ROM,6,1,"Süsa ukedipü pota? Uko kephomalü basa tome, ngokemezhe po kroyi ketola?","What shall we say then? Shall we continue in sin, that grace may abound?",Bible_NAG5BSI_WEB
ROM,6,2,"Suto, (kenitho) u kephomalü sate, u dipüthide sülü hüsa bata?","May it never be! We who died to sin, how could we live in it any longer?",Bible_NAG5BSI_WEB
ROM,6,3,Jülopükeyikhü u Jisu Khrista kesalü jülopüyi tati neko semo zome?,Or don't you know that all we who were baptized into Christ Jesus were baptized into his death?,Bible_NAG5BSI_WEB
ROM,6,4,"Süla upüzüde pükesalü ukhrüve, Khrista kesalü rhüla sü püpo zapozale thisü, sübide uri kehükesalü ta keyi mesü.","We were buried therefore with him through baptism to death, that just like Christ was raised from the dead through the glory of the Father, so we also might walk in newness of life.",Bible_NAG5BSI_WEB
ROM,6,5,Kekrelamori usheri pükesazü upü lü kevala püzüde rhülari zoto.,"For if we have become united with him in the likeness of his death, we will also be part of his resurrection;",Bible_NAG5BSI_WEB
ROM,6,6,"Usekeba, uma kevüo kha püsa cross yo guve, kephomala umo satazoto, hilano ukephoma choyi thi hote.","knowing this, that our old man was crucified with him, that the body of sin might be done away with, so that we would no longer be in bondage to sin.",Bible_NAG5BSI_WEB
ROM,6,7,Kekrelamori mipü saketasü kephoma thisahote.,For he who has died has been freed from sin.,Bible_NAG5BSI_WEB
ROM,6,8,"Tsühi mhace u Khrista züde sata lize, umelüketi püzüde rhüri zoto.","But if we died with Christ, we believe that we will also live with him;",Bible_NAG5BSI_WEB
ROM,6,9,"Sekeba Khrista kesalü rhüla süketala sala sahote, kesa püpi de sa hote.","knowing that Christ, being raised from the dead, dies no more. Death no more has dominion over him!",Bible_NAG5BSI_WEB
ROM,6,10,"Kekrelamori pü saketi kephomala vapü sa, vele pü kerhüsü Jihova la rhüyi.","For the death that he died, he died to sin one time; but the life that he lives, he lives to God.",Bible_NAG5BSI_WEB
ROM,6,11,"Hibide nekori kephomala sato, vele Therüola rhüyito Jisu Khrista uko Niepoo lano.","Thus also consider yourselves also to be dead to sin, but alive to God in Christ Jesus our Lord.",Bible_NAG5BSI_WEB
ROM,6,12,"Kephomapo nthinmoyo kede thihite, n menyüko jüzümo ketola.","Therefore don't let sin reign in your mortal body, that you should obey it in its lusts.",Bible_NAG5BSI_WEB
ROM,6,13,"N moyo zatho kehopüri pü mezikemo thi kephomalü vota hite, vele kesalü rhüla kesü kehüpü hüte Therüola, nmo zathoko khi kemezilü Jihova mhanyo thite.","Neither present your members to sin as instruments of unrighteousness, but present yourselves to God, as alive from the dead, and your members as instruments of righteousness to God.",Bible_NAG5BSI_WEB
ROM,6,14,"Kekrelamori kephoma npi de saho, no thezho khrikhro bamo ketala; vele ngokemezhe khrikhro bate.","For sin will not have dominion over you. For you are not under law, but under grace.",Bible_NAG5BSI_WEB
ROM,6,15,"Süsa dipü? Kephoma thi tome, kekrelamori u thezho khrikhro bamote, vele ngokemezhe khro baketala?","What then? Shall we sin, because we are not under law, but under grace? May it never be!",Bible_NAG5BSI_WEB
ROM,6,16,Neko semo zome? No sopü füzüthi yoshi no pü thekümi tazo; kephomathi kesalü kevo tome mori kemezi jüzüthi de kerhülü voto sheli?,"Don't you know that to whom you present yourselves as servants to obedience, his servants you are whom you obey; whether of sin to death, or of obedience to righteousness?",Bible_NAG5BSI_WEB
ROM,6,17,"Vele Jihova meza, vapü no kephoma jüthi, vele nmelüpü nmetha kesüko jüzü thi vori takezüla.","But thanks be to God, that, whereas you were bondservants of sin, you became obedient from the heart to that form of teaching whereunto you were delivered.",Bible_NAG5BSI_WEB
ROM,6,18,Sizide kephomalü süphra püprari ketala no kematho cetami thite.,"Being made free from sin, you became bondservants of righteousness.",Bible_NAG5BSI_WEB
ROM,6,19,"I thüma zhorelelü poba, kekrelamori nthinmo kethathila; kekrelamori hiju vapü no nmozathoko pü kerholü mesakemo thi m thila ketabi; tsüo nmozathoko khi kemezilü sü keta kemesa cetami thi tate.","I speak in human terms because of the weakness of your flesh, for as you presented your members as servants to uncleanness and to wickedness upon wickedness, even so now present your members as servants to righteousness for sanctification.",Bible_NAG5BSI_WEB
ROM,6,20,"Kekrelamori no kephoma ceta thi ketace, kemezi nkekha bamo.","For when you were servants of sin, you were free in regard to righteousness.",Bible_NAG5BSI_WEB
ROM,6,21,Süla no süce kemeve kedipü ngoya? Tsü sükola menga tate; mhasüko püthülalü kesa zo.,What fruit then did you have at that time in the things of which you are now ashamed? For the end of those things is death.,Bible_NAG5BSI_WEB
ROM,6,22,"Vele tsühi, kephomalü nsüphra prarite; Jihova cetami thite, kemesase zhüyi, püthülaze kechothe kehü ngoyi.","But now, being made free from sin, and having become servants of God, you have your fruit of sanctification, and the result of eternal life.",Bible_NAG5BSI_WEB
ROM,6,23,"Kekrelamori kephoma zhokhro sü kesazo; vele Jihova khakesü no kechothe kehü, Jisu Khrista u Niepoo yo ngoyi.","For the wages of sin is death, but the free gift of God is eternal life in Christ Jesus our Lord.",Bible_NAG5BSI_WEB
ROM,7,1,"Neko semome, (I thezho kesekoce kepo) thezho khi mipü kehüthe pü kekhapü taya?","Or don't you know, brothers (for I speak to men who know the law), that the law has dominion over a man for as long as he lives?",Bible_NAG5BSI_WEB
ROM,7,2,"Kekrelamori thenomipü pünopu rhükebathe thezhopo pü kekhapü tayo, vele pünopu sataze; thezhopo pü kekhapü ketao pünopu ceco phrüve.","For the woman that has a husband is bound by law to the husband while he lives, but if the husband dies, she is discharged from the law of the husband.",Bible_NAG5BSI_WEB
ROM,7,3,"Süla mhace, pünopu rhüba zori thepu kekrepüce nhita lize sükhapü thepukezüpü ziyo; vele pünopu sata lize thezho pü phati ba mote: süla pü thepukezüpü mo, pü thepu kekrece nezori.","So then if, while the husband lives, she is joined to another man, she would be called an adulteress. But if the husband dies, she is free from the law, so that she is no adulteress, though she is joined to another man.",Bible_NAG5BSI_WEB
ROM,7,4,"Sübide akhreazüko, nekori Khrista moyola thezholü sate; neko mikekrepüce nhi ceyo ri vete, süsü kesalü rhüla keyio, Jihova yo use zhüyi ketola.","Therefore, my brothers, you also were made dead to the law through the body of Christ, that you would be joined to another, to him who was raised from the dead, that we might bring forth fruit to God.",Bible_NAG5BSI_WEB
ROM,7,5,Kekrelamori uko uthiumo medolü hü ketace thezhoko uthipü kephoma reyo ketila umoyo zathoko khi kesa mhathoko thi tayo.,"For when we were in the flesh, the sinful passions which were through the law, worked in our members to bring forth fruit to death.",Bible_NAG5BSI_WEB
ROM,7,6,"Vele tsühi uko thezhoo mhüjü uko süphrayite, uko tüphapü keta-olü sa tayo; thezho kevü thopü kemeta yo mori kehü kesa rüpülü hü keti mesü.","But now we have been discharged from the law, having died to that in which we were held; so that we serve in newness of the spirit, and not in oldness of the letter.",Bible_NAG5BSI_WEB
ROM,7,7,"Süsa uko kedipü pota? Thezhoo kephoma me? Motozo, I kephoma sü semo, vele thezho ace süo po süyo: uthi upho kemenyüsü I kedipü sheri semo, vele thezholü süsü po kesü, “No mha meho menyü ho” sisü.","What shall we say then? Is the law sin? May it never be! However, I wouldn't have known sin, except through the law. For I wouldn't have known coveting, unless the law had said, ""You shall not covet.""",Bible_NAG5BSI_WEB
ROM,7,8,Vele thezho süsü kesela pütü keve süpü apo mhakemeho kemenyü metü thi süyo. Thezhoo zo kemosa kephoma sü kesa zo.,"But sin, finding occasion through the commandment, produced in me all kinds of coveting. For apart from the law, sin is dead.",Bible_NAG5BSI_WEB
ROM,7,9,"Kekrelamori I vapü thezho sa mode hü, vele thezho kha kesü vorita, sizi kephoma sü ayo rhü vorita, sizi I sata.","I was alive apart from the law once, but when the commandment came, sin revived, and I died.",Bible_NAG5BSI_WEB
ROM,7,10,Thezho khakesü mipo hüyi ketola zo vele ala süsü kesa thita.,"The commandment, which was for life, this I found to be for death;",Bible_NAG5BSI_WEB
ROM,7,11,Kekrelamori kephoma thezho khakesüo khipü akedova de adokhri va.,"for sin, finding occasion through the commandment, deceived me, and through it killed me.",Bible_NAG5BSI_WEB
ROM,7,12,"Thezho sü mesazo, thezho thinzü no khakesü ri mesazo; mezi m ve zo.","Therefore the law indeed is holy, and the commandment holy, and righteous, and good.",Bible_NAG5BSI_WEB
ROM,7,13,"Mhakeve thinode khakesü athi mesa vame? Simozo, vele kephoma sü kephoma hü mengo süyo; mhakevelü kesa mhatho ayo mesü süyo: thinzüno thezho kha kesülü kephoma umha keti kekro vori tayo.","Did then that which is good become death to me? May it never be! But sin, that it might be shown to be sin, by working death to me through that which is good; that through the commandment sin might become exceeding sinful.",Bible_NAG5BSI_WEB
ROM,7,14,"Kekrelamori u sekeba thezho sü rüpü zhüzo, vele Ino themo (uthiumo) pü kephomalü zhu keva.","For we know that the law is spiritual, but I am fleshly, sold under sin.",Bible_NAG5BSI_WEB
ROM,7,15,"Süla I thinyü kemoko thi tayo, kekrelamori I thi kenyüko thi yo mo; I ngo kemetsüko anü de thi tayo.","For I don't know what I am doing. For I don't practice what I desire to do; but what I hate, that I do.",Bible_NAG5BSI_WEB
ROM,7,16,"Mhace I thinyü kemoko thita yosüze, I thezho keve se m anü keti ba.","But if what I don't desire, that I do, I consent to the law that it is good.",Bible_NAG5BSI_WEB
ROM,7,17,"Tsü süsa, thi kebakosü I thiba mote; vele kephoma ayo hü ketao tho thi tate.","So now it is no more I that do it, but sin which dwells in me.",Bible_NAG5BSI_WEB
ROM,7,18,"Kekrelamori I se keba athi amoyo mha keve hüta mozo, kemezi sü I thinyüzo vele I süsü thiyi hota yole.","For I know that in me, that is, in my flesh, dwells no good thing. For desire is present with me, but I don't find it doing that which is good.",Bible_NAG5BSI_WEB
ROM,7,19,"Kekrelamori mhakeve sü I menyüzo vele I süko thiyi yomo, vele mhakesuko thinyümo zori I süko thi tayo.","For the good which I desire, I don't do; but the evil which I don't desire, that I practice.",Bible_NAG5BSI_WEB
ROM,7,20,"Tsühi mhace I thinyü kemo thita yo ze, süosü I thi ba motazo; vele kephoma ayo hü ketao tho thi tate.","But if what I don't desire, that I do, it is no more I that do it, but sin which dwells in me.",Bible_NAG5BSI_WEB
ROM,7,21,"Mhakeve thi kenyü süsü ala thezho püzo, mhakesu-o akemenoce ta süyo.","I find then the law, that, to me, while I desire to do good, evil is present.",Bible_NAG5BSI_WEB
ROM,7,22,Kekrelamori I Jihova zho anü alü keta thümao samejide.,"For I delight in God's law after the inward man,",Bible_NAG5BSI_WEB
ROM,7,23,"Vele ayo zathoko la thezhopü tati ngoyi, ayo zathoko thezho metsuta akelüce; de süko atüpü thejü thiva kephoma thezholü ayo zathoko yo.","but I see a different law in my members, warring against the law of my mind, and bringing me into captivity under the law of sin which is in my members.",Bible_NAG5BSI_WEB
ROM,7,24,"I thüma hesheherü, sopüno kesamo hi-olü asüphra süta?",What a wretched man I am! Who will deliver me out of the body of this death?,Bible_NAG5BSI_WEB
ROM,7,25,"I Jisu Khrista yono Jihova meza thorile. Süla I akelüpü Jihova zho choyi thiyo, vele athi amo khi kephoma zholü thejü thiyo.","I thank God through Jesus Christ, our Lord! So then with the mind, I myself serve God's law, but with the flesh, the sin's law.",Bible_NAG5BSI_WEB
ROM,8,1,"Süla tsüo kemejo dide Jisu Khrista yo ba ketako, somi uthi upho menyülü tamo ta de Rüpü chothalü tata sheri.","There is therefore now no condemnation to those who are in Christ Jesus, who don't walk according to the flesh, but according to the Spirit.",Bible_NAG5BSI_WEB
ROM,8,2,Kekrelamori Jisu Khrista yono Rüpü kehü thezho kephoma m kesalü asüphra pari te.,For the law of the Spirit of life in Christ Jesus made me free from the law of sin and of death.,Bible_NAG5BSI_WEB
ROM,8,3,"Kekrelamori uthi umo kethathila thezholü thiyi ho tate, Jihova pünu thüma kephoma hübide uthi umoyo kephoma mejo ve.","For what the law couldn't do, in that it was weak through the flesh, God did, sending his own Son in the likeness of sinful flesh and for sin, he condemned sin in the flesh;",Bible_NAG5BSI_WEB
ROM,8,4,"Sizide kemezi zho uyo thitsüyi ketola, uthi upho menyülü mode Rüpülü hü tato.","that the ordinance of the law might be fulfilled in us, who walk not after the flesh, but after the Spirit.",Bible_NAG5BSI_WEB
ROM,8,5,"Kekrelamori uthi upho menyülü kehüko uthi upho medo züyo, vele Rüpülü kehüko Rüpü medoko lü m züyo.","For those who live according to the flesh set their minds on the things of the flesh, but those who live according to the Spirit, the things of the Spirit.",Bible_NAG5BSI_WEB
ROM,8,6,"Upho medoko kesazo, vele Rüpü medo kelüsü kerhü m thelükemenü.","For the mind of the flesh is death, but the mind of the Spirit is life and peace;",Bible_NAG5BSI_WEB
ROM,8,7,"Kekrelamori upho lüdosü Jihova medo metsuyo, süo Jihova zho khro ta kemola; mori tari yihozo.","because the mind of the flesh is hostile towards God; for it is not subject to God's law, neither indeed can it be.",Bible_NAG5BSI_WEB
ROM,8,8,Süla upho medolü ketako Jihova nü thiyi hozo tila.,Those who are in the flesh can't please God.,Bible_NAG5BSI_WEB
ROM,8,9,"Vele neko upho medolü tamote, vele Rüpü medolü tate; mhace Rüpü nemelülü hüta süze. Tsü mhace thüma kehopüri Khrista Rüpü uyo kedimi sümi püzhü mote.","But you are not in the flesh but in the Spirit, if it is so that the Spirit of God dwells in you. But if any man doesn't have the Spirit of Christ, he is not his.",Bible_NAG5BSI_WEB
ROM,8,10,"M Khrista neyo ta süze, upho umoco no kesamite kephomala; vele kemezila Rüpülü rhü yito.","If Christ is in you, the body is dead because of sin, but the spirit is alive because of righteousness.",Bible_NAG5BSI_WEB
ROM,8,11,"Vele mhace Rüpü Jisu thi merhü kesüo n yo hüta süze, Khrista phu merhü keyio nemori phü merhü süto Rüpü neyo hü ketao no.","But if the Spirit of him who raised up Jesus from the dead dwells in you, he who raised up Christ Jesus from the dead will also give life to your mortal bodies through his Spirit who dwells in you.",Bible_NAG5BSI_WEB
ROM,8,12,"Süla akhreko, uko uthi upho nüthiketola umo kenü popü tamo.","So then, brothers, we are debtors, not to the flesh, to live after the flesh.",Bible_NAG5BSI_WEB
ROM,8,13,"Mhace uthi menyülü hüyo süze neko sa zoto, vele Rüpülü kehüla uthi menyüko khava süze neko rhüyito.","For if you live after the flesh, you must die; but if by the Spirit you put to death the deeds of the body, you will live.",Bible_NAG5BSI_WEB
ROM,8,14,Kekrelamori Jihova Rüpü chotha zü keyiko metü Jihova nune thizo ketola.,"For as many as are led by the Spirit of God, these are children of God.",Bible_NAG5BSI_WEB
ROM,8,15,"Kekrelamori neko tüpü thejü kethi mha mpe ti rüpü ngoyimo, vele neko züpü nuthonu kethi Rüpü ngoyi de süla u krati, Abba, Apo siyo.","For you didn't receive the spirit of bondage again to fear, but you received the Spirit of adoption, by whom we cry, ""Abba! Father!""",Bible_NAG5BSI_WEB
ROM,8,16,Jihova Rüpü urüpü zü kese yo (zhopo) uko Jihova nune thi keta.,The Spirit himself testifies with our spirit that we are children of God;,Bible_NAG5BSI_WEB
ROM,8,17,"Uko pü nune ta lize uko pü kalümi ri tazo, Jihova kalü, Khrista zü kesade; mhace u püzü kemezhe yo lize, upüzüde zapozaleri thi kesazo ketola.","and if children, then heirs; heirs of God, and joint-heirs with Christ; if indeed we suffer with him, that we may also be glorified with him.",Bible_NAG5BSI_WEB
ROM,8,18,Kekrelamori I lüti tsükehülü kemezhe ketiko pü hisa zapozale uyo mengosü ketoko zü kemede shü mozo.,For I consider that the sufferings of this present time are not worthy to be compared with the glory which will be revealed toward us.,Bible_NAG5BSI_WEB
ROM,8,19,Thi m rhe kesümetü Jihova nuneko pü mengosü keto menyüde fü bazo.,For the creation waits with eager expectation for the children of God to be revealed.,Bible_NAG5BSI_WEB
ROM,8,20,"Mehükesüko kemethu püzo, utho umedolü mo, vele mipü mha mehü kesüo kemeripü thisü.","For the creation was subjected to vanity, not of its own will, but because of him who subjected it, in hope",Bible_NAG5BSI_WEB
ROM,8,21,Kekrelamori mehü kesüko metü kecekere thimolü uko kelapü zapozale Jihova nune thi ketola.,that the creation itself also will be delivered from the bondage of decay into the liberty of the glory of the children of God.,Bible_NAG5BSI_WEB
ROM,8,22,Kekrelamori methümehü kesüko metü panyo m kemenu mezhe melo bayo tha ketso.,For we know that the whole creation groans and travails in pain together until now.,Bible_NAG5BSI_WEB
ROM,8,23,"Süko lebimo, vele uko Rüpü se kerako sheri uko melülü panyo m melo tazo; ukopü nuthonu kethi m uko pho rha keyi fü tazo.","Not only so, but ourselves also, who have the first fruits of the Spirit, even we ourselves groan within ourselves, waiting for adoption, the redemption of our body.",Bible_NAG5BSI_WEB
ROM,8,24,"Kemeriyo uko kelayi ketala, kengolü kemerisü kemeri mo; thümapü mhango baketasa kedipü merisaba?","For we were saved in hope, but hope that is seen is not hope. For who hopes for that which he sees?",Bible_NAG5BSI_WEB
ROM,8,25,Vele mhace u ngokemo meri ba süze süsa u sügüsühe de süo fübatayo.,"But if we hope for that which we don't see, we wait for it with patience.",Bible_NAG5BSI_WEB
ROM,8,26,"Sübide Rüpü ri ukethathikolü ukhrühi bayo, kekrelamori u chokezüko ri seyomo; vele Rüpü no usülü mehimelo de upoyi kehoko ri cho bayo.","In the same way, the Spirit also helps our weaknesses, for we don't know how to pray as we ought. But the Spirit himself makes intercession for us with groanings which can't be uttered.",Bible_NAG5BSI_WEB
ROM,8,27,"Rüpü umelülü ukelü kedipü bashi keti phuvo seyi yo, kekrelamori pü kemelümiko la Jihova kelülü mehimelo bayo.","He who searches the hearts knows what is on the Spirit's mind, because he makes intercession for the saints according to God.",Bible_NAG5BSI_WEB
ROM,8,28,"Usekeba Jihova kekhrümiko mhakehopü thizori mhakevela thiyo, pümedo thi ketola cükeyiko.","We know that all things work together for good for those who love God, to those who are called according to his purpose.",Bible_NAG5BSI_WEB
ROM,8,29,"Kekrelamori pü mejü sekeba bide uko khi pülünu thisü Nuo hü bide, püpo sazüjürako dolü nurao thi.","For whom he foreknew, he also predestined to be conformed to the image of his Son, that he might be the firstborn among many brothers.",Bible_NAG5BSI_WEB
ROM,8,30,"Süpiri pülünu thi kesüko süko cüriyi, cükeyiko süko thi kemeziriyi, m thikemezi keyiko thipü zapozale ri thisü.","Whom he predestined, those he also called. Whom he called, those he also justified. Whom he justified, those he also glorified.",Bible_NAG5BSI_WEB
ROM,8,31,"Süsa uko kedipü hikola pota? Mhace Jihova ukola tisa, sopüno uko (ngomu) metsuyi veta?","What then shall we say about these things? If God is for us, who can be against us?",Bible_NAG5BSI_WEB
ROM,8,32,"Pünu zori kela vamozode uko metüla pü püprasü, pü mhakekre kehopü ri kha utsü sü motome?","He who didn't spare his own Son, but delivered him up for us all, how would he not also with him freely give us all things?",Bible_NAG5BSI_WEB
ROM,8,33,Sopüno Jihova kedaketako mejo ketoba? Jihova tho thi kematho süte.,Who could bring a charge against God's chosen ones? It is God who justifies.,Bible_NAG5BSI_WEB
ROM,8,34,"Sopü mi mejo ta? Khrista süla satade rhüla süte, Püvo Jihova zaco bate; ukola pü mezhemelo sü bayo.","Who is he who condemns? It is Christ who died, yes rather, who was raised from the dead, who is at the right hand of God, who also makes intercession for us.",Bible_NAG5BSI_WEB
ROM,8,35,"Sopü uthikhoyi veta Khrista kekhrülü? Kemezhe ketilü, lüzhelü, methimeni tilü mori kemekrelü, füne kedilü (mechü), kempelü, zecholü hibitilü ta tome?","Who shall separate us from the love of Christ? Could oppression, or anguish, or persecution, or famine, or nakedness, or peril, or sword?",Bible_NAG5BSI_WEB
ROM,8,36,"Hizi thometa, nlano tüsonha ha dokhri sütayo, uko khi tenyü tekopübi kedokhrilü.","Even as it is written, ""For your sake we are killed all day long. We were accounted as sheep for the slaughter.""",Bible_NAG5BSI_WEB
ROM,8,37,"Simo, hiko metülü pü kekhrüla ukukeyisari kulayi yo.","No, in all these things, we are more than conquerors through him who loved us.",Bible_NAG5BSI_WEB
ROM,8,38,"Kekrelamori I lükeyi kesasheri, mori kerhü sheri, tüyo choyimi sheri, mori thezhoko sheri, mori kekuko sheri, mori tsükehü mori hisa vori ketoko sheri.","For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor things present, nor things to come, nor powers,",Bible_NAG5BSI_WEB
ROM,8,39,"Mori kerekrü sheri, mori kerelü sheri, mori khonu kehopü sheri, Jihova kekhrülü uthikho vaho, Jisu Khrista uko Niepoo lano.","nor height, nor depth, nor any other created thing, will be able to separate us from the love of God, which is in Christ Jesus our Lord.",Bible_NAG5BSI_WEB
